id,type,input,city,days,budget,interests,group,special,prediction_type,model_confidence,top_features,total_budget,model_accuracy,processing_time_s
S0201,standard,我想去巴黎玩5天，我们喜欢自然、历史，预算中等，有老人。,纽约,3,高,"购物,自然",朋友,有儿童,户外探险游,0.57,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,22800,0.8445,0.0147
S0020,standard,我想去巴黎玩3天，和爱人一起，我们喜欢历史、自然，预算比较宽裕，需要轮椅无障碍设施。,伦敦,7,低,"文化,自然",家庭,无,亲子家庭游,0.62,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7280,0.8445,0.0143
B0009,boundary,我想去罗马玩1天，和家人一起，我们喜欢历史，预算比较有限，有小孩子。,巴黎,1,低,美食,单人,有儿童,美食购物游,0.54,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.0144
S0332,standard,我想去罗马玩7天，和朋友一起，我们喜欢购物，预算比较有限，有小孩子。,伦敦,7,中,购物,情侣,无,美食购物游,0.44,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.014
S0160,standard,我想去纽约玩1天，和爱人一起，我们喜欢美食、文化，预算比较宽裕，有小孩子。,纽约,1,低,自然,单人,无,经济观光,0.37,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0141
E0049,edge,我想去纽约玩1天，我们喜欢文化、美食、购物、历史，预算比较宽裕。,纽约,1,高,"文化,美食,购物,历史",单人,无,奢华体验,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7600,0.8445,0.0141
S0318,standard,我想去罗马玩7天，和爱人一起，我们喜欢历史，预算中等，需要轮椅无障碍设施。,罗马,2,低,购物,朋友,有老人,美食购物游,0.42,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1800,0.8445,0.0142
S0246,standard,我想去巴黎玩5天，和朋友一起，我们喜欢购物、自然，预算比较有限，需要轮椅无障碍设施。,巴黎,2,中,购物,家庭,轮椅友好,美食购物游,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4800,0.8445,0.0143
S0121,standard,我想去伦敦玩1天，和朋友一起，我们喜欢自然、历史，预算中等，需要轮椅无障碍设施。,纽约,2,中,历史,家庭,有儿童,文化深度游,0.58,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5200,0.8445,0.0149
S0116,standard,我想去伦敦玩2天，和家人一起，我们喜欢历史、购物，预算比较宽裕。,伦敦,5,低,"文化,历史",朋友,有老人,文化深度游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5200,0.8445,0.0155
B0192,boundary,我想去纽约玩7天，和爱人一起，我们喜欢文化，预算比较有限，有老人。,罗马,7,低,文化,单人,无,文化深度游,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,6300,0.8445,0.0143
E0076,edge,我想去伦敦玩3天，和朋友一起，我们喜欢文化，不太确定。,伦敦,3,不太确定,文化,朋友,无,文化深度游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5400,0.8445,0.0145
B0069,boundary,我想去伦敦玩7天，我们喜欢美食，预算中等，需要轮椅无障碍设施。,东京,7,中,文化,家庭,无,亲子家庭游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,12600,0.8445,0.0511
E0066,edge,我想去纽约玩1天，我们喜欢文化、美食、购物、历史，预算比较宽裕。,纽约,1,高,"文化,美食,购物,历史",单人,无,奢华体验,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7600,0.8445,0.0145
B0073,boundary,我想去东京玩1天，和家人一起，我们喜欢文化，预算比较有限。,纽约,1,低,购物,朋友,有老人,美食购物游,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0146
S0480,standard,我想去纽约玩7天，和爱人一起，我们喜欢自然，预算比较宽裕。,东京,1,低,自然,单人,有儿童,经济观光,0.35,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,800,0.8445,0.0139
S0667,standard,我想去罗马玩2天，和家人一起，我们喜欢历史、文化，预算比较有限。,罗马,3,中,购物,家庭,无,亲子家庭游,0.58,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,6000,0.8445,0.0141
S0629,standard,我想去伦敦玩7天，我们喜欢自然、购物，预算比较宽裕，有小孩子。,巴黎,7,低,"文化,自然",朋友,无,户外探险游,0.63,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7000,0.8445,0.0143
S0624,standard,我想去纽约玩5天，我们喜欢自然、购物，预算比较宽裕。,纽约,1,低,"文化,购物",朋友,轮椅友好,经济观光,0.38,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0142
S0447,standard,我想去罗马玩1天，和家人一起，我们喜欢美食、自然，预算比较有限，有老人。,纽约,3,高,"美食,历史",单人,有老人,奢华体验,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,22800,0.8445,0.0141
S0266,standard,我想去巴黎玩3天，和家人一起，我们喜欢历史，预算比较有限，有小孩子。,巴黎,7,中,"历史,文化",朋友,有儿童,文化深度游,0.54,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.0143
S0197,standard,我想去巴黎玩7天，和爱人一起，我们喜欢美食，预算比较宽裕，有小孩子。,纽约,2,高,购物,情侣,有老人,情侣浪漫游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,15200,0.8445,0.0138
S0400,standard,我想去纽约玩1天，我们喜欢文化、历史，预算比较有限，有老人。,纽约,3,中,自然,单人,轮椅友好,户外探险游,0.69,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7800,0.8445,0.0139
S0188,standard,我想去伦敦玩1天，和爱人一起，我们喜欢美食，预算比较有限，有老人。,东京,5,高,购物,朋友,有老人,奢华体验,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,28000,0.8445,0.0143
S0319,standard,我想去巴黎玩2天，和家人一起，我们喜欢自然、美食，预算比较宽裕，需要轮椅无障碍设施。,纽约,3,低,文化,单人,无,文化深度游,0.47,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3300,0.8445,0.0144
S0303,standard,我想去巴黎玩7天，和朋友一起，我们喜欢历史、自然，预算比较有限，有老人。,纽约,3,低,自然,朋友,无,户外探险游,0.62,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3300,0.8445,0.0142
S0065,standard,我想去罗马玩5天，和朋友一起，我们喜欢美食、历史，预算比较宽裕，需要轮椅无障碍设施。,罗马,2,中,历史,单人,有老人,文化深度游,0.64,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0142
S0355,standard,我想去东京玩2天，和朋友一起，我们喜欢自然、购物，预算中等，需要轮椅无障碍设施。,伦敦,5,中,文化,情侣,有儿童,文化深度游,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,12000,0.8445,0.0138
S0647,standard,我想去巴黎玩1天，和朋友一起，我们喜欢自然，预算中等，有老人。,罗马,2,低,"历史,购物",单人,有儿童,经济观光,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1800,0.8445,0.0135
S0181,standard,我想去东京玩3天，和家人一起，我们喜欢自然，预算中等，需要轮椅无障碍设施。,伦敦,7,中,"购物,美食",单人,轮椅友好,美食购物游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.014
S0232,standard,我想去罗马玩5天，和爱人一起，我们喜欢历史，预算中等，有老人。,巴黎,2,中,"自然,购物",家庭,有儿童,美食购物游,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4800,0.8445,0.0142
S0653,standard,我想去罗马玩5天，和家人一起，我们喜欢历史，预算中等，有老人。,纽约,7,中,"购物,美食",朋友,无,美食购物游,0.48,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,18200,0.8445,0.0146
S0637,standard,我想去纽约玩7天，和家人一起，我们喜欢自然，预算中等，有老人。,伦敦,2,高,"历史,购物",情侣,有老人,情侣浪漫游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,14000,0.8445,0.0143
S0634,standard,我想去罗马玩3天，和朋友一起，我们喜欢自然、文化，预算中等，有小孩子。,伦敦,3,低,"历史,购物",单人,有儿童,经济观光,0.34,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3120,0.8445,0.0137
S0326,standard,我想去伦敦玩3天，和朋友一起，我们喜欢美食、购物，预算中等，需要轮椅无障碍设施。,纽约,3,低,"自然,文化",情侣,轮椅友好,户外探险游,0.61,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3300,0.8445,0.0139
B0115,boundary,我想去东京玩1天，和爱人一起，我们喜欢历史，预算比较有限。,罗马,1,低,文化,朋友,有儿童,文化深度游,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,900,0.8445,0.0137
S0611,standard,我想去罗马玩3天，和朋友一起，我们喜欢美食、自然，预算比较有限，需要轮椅无障碍设施。,东京,7,高,美食,情侣,无,情侣浪漫游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,39200,0.8445,0.0148
B0074,boundary,我想去巴黎玩1天，和朋友一起，我们喜欢文化，预算比较有限，有小孩子。,罗马,1,低,历史,情侣,无,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,900,0.8445,0.0147
E0089,edge,我想去伦敦玩3天，和朋友一起，我们喜欢文化，不太确定。,伦敦,3,不太确定,文化,朋友,无,文化深度游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5400,0.8445,0.0143
B0131,boundary,我想去东京玩7天，和爱人一起，我们喜欢自然，预算比较宽裕，有小孩子。,罗马,7,高,购物,情侣,无,情侣浪漫游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,42000,0.8445,0.0141
S0574,standard,我想去伦敦玩5天，我们喜欢美食、购物，预算比较有限，有小孩子。,东京,1,中,"美食,自然",朋友,轮椅友好,美食购物游,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1800,0.8445,0.0151
S0062,standard,我想去巴黎玩5天，和爱人一起，我们喜欢美食，预算比较宽裕。,巴黎,5,高,美食,家庭,有老人,美食购物游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,35000,0.8445,0.0163
B0087,boundary,我想去罗马玩1天，和爱人一起，我们喜欢自然，预算比较有限，有小孩子。,纽约,1,低,美食,家庭,轮椅友好,美食购物游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0139
B0084,boundary,我想去巴黎玩1天，和朋友一起，我们喜欢自然，预算比较有限，需要轮椅无障碍设施。,罗马,1,低,文化,单人,轮椅友好,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,900,0.8445,0.0146
S0580,standard,我想去东京玩5天，我们喜欢美食，预算比较宽裕。,巴黎,3,低,"文化,历史",朋友,有儿童,文化深度游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3000,0.8445,0.0151
S0276,standard,我想去纽约玩3天，我们喜欢美食，预算中等，需要轮椅无障碍设施。,伦敦,3,低,美食,家庭,轮椅友好,美食购物游,0.58,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3120,0.8445,0.0153
S0049,standard,我想去东京玩5天，和家人一起，我们喜欢美食，预算中等，需要轮椅无障碍设施。,巴黎,2,低,自然,单人,有儿童,经济观光,0.36,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2000,0.8445,0.0146
B0168,boundary,我想去巴黎玩7天，我们喜欢历史，预算比较宽裕，需要轮椅无障碍设施。,伦敦,7,高,文化,单人,轮椅友好,奢华体验,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,49000,0.8445,0.0146
S0075,standard,我想去巴黎玩2天，和爱人一起，我们喜欢美食、历史，预算比较宽裕。,伦敦,2,中,"自然,美食",家庭,有儿童,美食购物游,0.48,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4800,0.8445,0.0143
S0250,standard,我想去东京玩5天，和朋友一起，我们喜欢文化，预算比较有限，有老人。,巴黎,7,高,"购物,自然",家庭,有儿童,美食购物游,0.39,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,49000,0.8445,0.0143
E0067,edge,我想去罗马玩4天，和家人一起，我们喜欢历史，预算中等。,罗马,4,中,历史,家庭,有儿童和老人,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,8000,0.8445,0.0146
S0044,standard,我想去巴黎玩5天，和爱人一起，我们喜欢美食，预算比较有限。,巴黎,3,低,购物,家庭,有老人,美食购物游,0.56,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3000,0.8445,0.0141
E0042,edge,我想去东京玩5天，和爱人一起，我们喜欢奢华体验、米其林餐厅，预算比较有限。,东京,5,低,"奢华体验,米其林餐厅",情侣,无,文化深度游,0.23,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0142
B0100,boundary,我想去纽约玩1天，和朋友一起，我们喜欢文化，预算比较有限。,伦敦,1,低,文化,朋友,无,文化深度游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1040,0.8445,0.0139
S0069,standard,我想去伦敦玩7天，和家人一起，我们喜欢自然、历史，预算比较有限，需要轮椅无障碍设施。,纽约,3,中,美食,情侣,有儿童,美食购物游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7800,0.8445,0.0157
S0549,standard,我想去东京玩3天，我们喜欢购物，预算比较有限，有小孩子。,东京,2,低,"购物,文化",单人,有老人,经济观光,0.35,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1600,0.8445,0.015
S0397,standard,我想去纽约玩3天，和朋友一起，我们喜欢历史，预算比较有限，需要轮椅无障碍设施。,巴黎,1,低,历史,单人,无,文化深度游,0.54,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.0151
S0290,standard,我想去伦敦玩2天，我们喜欢文化，预算比较有限，有老人。,罗马,3,低,"购物,历史",朋友,轮椅友好,经济观光,0.36,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2700,0.8445,0.0146
S0013,standard,我想去纽约玩1天，我们喜欢自然、购物，预算比较宽裕，有小孩子。,伦敦,5,低,"购物,自然",情侣,无,户外探险游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5200,0.8445,0.0144
S0662,standard,我想去东京玩7天，和爱人一起，我们喜欢购物，预算比较有限，需要轮椅无障碍设施。,罗马,3,高,"自然,历史",家庭,有儿童,文化深度游,0.41,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,18000,0.8445,0.0147
B0127,boundary,我想去东京玩7天，和朋友一起，我们喜欢美食，预算比较宽裕，有老人。,东京,7,高,文化,单人,无,奢华体验,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,39200,0.8445,0.0146
S0094,standard,我想去东京玩5天，和家人一起，我们喜欢文化，预算比较有限，有小孩子。,罗马,2,中,"自然,购物",单人,无,美食购物游,0.34,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0152
S0369,standard,我想去东京玩5天，我们喜欢文化，预算比较有限，需要轮椅无障碍设施。,纽约,1,低,"购物,历史",家庭,轮椅友好,亲子家庭游,0.41,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0144
S0606,standard,我想去巴黎玩1天，我们喜欢历史、美食，预算比较宽裕。,伦敦,7,中,自然,家庭,有儿童,户外探险游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.0144
S0277,standard,我想去纽约玩5天，我们喜欢文化，预算比较有限，有小孩子。,罗马,3,中,文化,家庭,有儿童,文化深度游,0.54,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,6000,0.8445,0.014
S0329,standard,我想去伦敦玩2天，和朋友一起，我们喜欢历史、美食，预算比较宽裕，需要轮椅无障碍设施。,东京,3,中,"文化,美食",情侣,有老人,文化深度游,0.41,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5400,0.8445,0.014
E0047,edge,我想去巴黎玩3天，我们喜欢什么都想看看，预算中等。,巴黎,3,中,什么都想看看,单人,无,文化深度游,0.31,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7200,0.8445,0.0136
